PassengerId,Survived,Pclass,Age,Sex_male,Embarked_Q,Embarked_S,SibSp_bin_One,SibSp_bin_Many,Parch_bin_One_Or_Two,Parch_bin_Many
846,0,3.0,42.0,1.0,0.0,1.0,0,0,0,0
847,0,3.0,5.7377211765185505,1.0,0.0,1.0,0,1,1,0
848,0,3.0,35.0,1.0,0.0,0.0,0,0,0,0
849,0,2.0,28.0,1.0,0.0,1.0,0,0,1,0
850,1,1.0,36.57792083070302,0.0,0.0,0.0,1,0,0,0
851,0,3.0,4.0,1.0,0.0,1.0,0,1,1,0
852,0,3.0,74.0,1.0,0.0,1.0,0,0,0,0
853,0,3.0,9.0,0.0,0.0,0.0,1,0,1,0
854,1,1.0,16.0,0.0,0.0,1.0,0,0,1,0
855,0,2.0,44.0,0.0,0.0,1.0,1,0,0,0
856,1,3.0,18.0,0.0,0.0,1.0,0,0,1,0
857,1,1.0,45.0,0.0,0.0,1.0,1,0,1,0
858,1,1.0,51.0,1.0,0.0,1.0,0,0,0,0
859,1,3.0,24.0,0.0,0.0,0.0,0,0,0,1
860,0,3.0,28.63226395917383,1.0,0.0,0.0,0,0,0,0
861,0,3.0,41.0,1.0,0.0,1.0,0,1,0,0
862,0,2.0,21.0,1.0,0.0,1.0,1,0,0,0
863,1,1.0,48.0,0.0,0.0,1.0,0,0,0,0
864,0,3.0,2.60884633804363,0.0,0.0,1.0,0,1,1,0
865,0,2.0,24.0,1.0,0.0,1.0,0,0,0,0
866,1,2.0,42.0,0.0,0.0,1.0,0,0,0,0
867,1,2.0,27.0,0.0,0.0,0.0,1,0,0,0
868,0,1.0,31.0,1.0,0.0,1.0,0,0,0,0
869,0,3.0,26.95500281031929,1.0,0.0,1.0,0,0,0,0
870,1,3.0,4.0,1.0,0.0,1.0,1,0,1,0
871,0,3.0,26.0,1.0,0.0,1.0,0,0,0,0
872,1,1.0,47.0,0.0,0.0,1.0,1,0,1,0
873,0,1.0,33.0,1.0,0.0,1.0,0,0,0,0
874,0,3.0,47.0,1.0,0.0,1.0,0,0,0,0
875,1,2.0,28.0,0.0,0.0,0.0,1,0,0,0
876,1,3.0,15.0,0.0,0.0,0.0,0,0,0,0
877,0,3.0,20.0,1.0,0.0,1.0,0,0,0,0
878,0,3.0,19.0,1.0,0.0,1.0,0,0,0,0
879,0,3.0,29.585227728532747,1.0,0.0,1.0,0,0,0,0
880,1,1.0,56.0,0.0,0.0,0.0,0,0,1,0
881,1,2.0,25.0,0.0,0.0,1.0,0,0,1,0
882,0,3.0,33.0,1.0,0.0,1.0,0,0,0,0
883,0,3.0,22.0,0.0,0.0,1.0,0,0,0,0
884,0,2.0,28.0,1.0,0.0,1.0,0,0,0,0
885,0,3.0,25.0,1.0,0.0,1.0,0,0,0,0
886,0,3.0,39.0,0.0,1.0,0.0,0,0,0,1
887,0,2.0,27.0,1.0,0.0,1.0,0,0,0,0
888,1,1.0,19.0,0.0,0.0,1.0,0,0,0,0
889,0,3.0,22.9641559841856,0.0,0.0,1.0,1,0,1,0
890,1,1.0,26.0,1.0,0.0,0.0,0,0,0,0
891,0,3.0,32.0,1.0,1.0,0.0,0,0,0,0
